0, 0
1, 6
2, 14
3, 21
4, 25
5, 32
6, 35
7, 42
8, 53
9, 58
10, 65
11, 72
12, 82
13, 103
14, 133
15, 135
16, 163
17, 165
18, 169
19, 199
11, 71
12, 88
13, 116
14, 145
15, 146
16, 163
17, 180
18, 198
10, 66
11, 70
12, 82
13, 97
14, 121
15, 126
16, 144
8, 49
9, 69
10, 97
11, 117
12, 120
13, 124
14, 133
15, 162
7, 40
8, 55
9, 78
10, 122
11, 131
12, 135
13, 138
14, 154
15, 167
5, 28
6, 33
7, 40
8, 50
9, 57
10, 64
11, 71
12, 84
13, 86
14, 119
15, 159
16, 162
17, 186
18, 187
19, 190
20, 204
11, 70
12, 87
13, 114
14, 150
15, 157
16, 180
17, 197
18, 213
10, 64
11, 68
12, 80
13, 96
14, 119
15, 146
16, 149
17, 180
8, 48
9, 52
10, 67
11, 72
12, 79
13, 89
14, 101
15, 116
16, 127
17, 129
18, 135
19, 141
20, 144
21, 156
11, 74
12, 80
13, 96
14, 106
15, 111
16, 117
17, 132
18, 147
19, 168
16, 117
17, 121
18, 145
19, 173
7, 39
8, 54
9, 68
10, 105
11, 111
12, 145
4, 26
5, 33
6, 37
7, 44
8, 55
9, 60
10, 67
11, 72
12, 82
13, 106
14, 143
15, 145
16, 179
17, 180
18, 183
19, 203
11, 73
12, 78
13, 92
14, 113
15, 126
16, 139
17, 141
18, 144
19, 157
20, 162
21, 174
10, 68
11, 72
12, 76
13, 85
14, 89
15, 93
16, 99
17, 120
18, 147
15, 93
16, 97
17, 107
18, 121
19, 125
20, 134
21, 149
22, 152
23, 177
24, 182
25, 206
8, 51
9, 70
10, 92
11, 103
12, 111
13, 134
7, 42
8, 57
9, 78
10, 121
11, 130
12, 133
13, 148
14, 166
5, 29
6, 34
7, 47
8, 54
9, 58
10, 66
11, 70
12, 72
13, 80
14, 87
15, 97
16, 108
17, 142
18, 143
19, 160
20, 162
21, 184
13, 80
14, 84
15, 92
16, 97
17, 102
18, 114
19, 123
20, 157
21, 181
17, 103
18, 107
19, 112
20, 128
21, 133
22, 140
23, 156
24, 159
25, 188
21, 134
22, 143
23, 155
24, 187
25, 193
26, 195
27, 207
16, 99
17, 109
18, 112
19, 120
20, 124
21, 137
22, 148
23, 176
20, 126
21, 132
22, 134
23, 144
24, 174
11, 72
12, 87
13, 98
14, 127
15, 159
3, 19
4, 23
5, 30
6, 35
7, 42
8, 47
9, 58
10, 66
11, 82
9, 54
10, 73
11, 104
12, 106
13, 126
14, 129
15, 133
16, 151
7, 41
8, 56
9, 79
10, 115
11, 128
12, 132
13, 148
5, 26
6, 31
7, 38
8, 43
9, 53
10, 65
11, 92
9, 51
10, 54
11, 70
12, 75
13, 86
14, 96
12, 77
13, 83
14, 89
15, 93
16, 99
17, 105
18, 113
19, 122
20, 135
21, 155
7, 38
8, 53
9, 70
10, 113
11, 156
4, 24
5, 31
6, 37
7, 44
8, 49
9, 60
10, 68
11, 83
9, 56
10, 74
11, 100
12, 111
13, 131
7, 43
8, 58
9, 79
10, 114
11, 127
12, 143
5, 27
6, 32
7, 45
8, 51
9, 55
10, 63
11, 67
12, 75
13, 97
14, 110
15, 128
2, 13
3, 21
4, 25
5, 31
6, 34
7, 40
8, 51
9, 57
10, 64
11, 71
12, 81
13, 105
14, 133
15, 135
16, 169
11, 70
12, 86
13, 108
14, 139
15, 157
16, 169
17, 191
10, 65
11, 69
12, 82
13, 96
14, 120
15, 125
16, 143
8, 47
9, 67
10, 94
11, 114
12, 125
13, 155
7, 39
8, 47
9, 57
10, 61
11, 69
12, 75
13, 84
14, 89
15, 92
16, 95
17, 99
18, 113
19, 114
20, 150
17, 103
18, 108
19, 135
20, 136
21, 157
18, 110
