0, 192
1, 193
2, 193
3, 196
4, 198
5, 200
6, 203
7, 205
8, 205
9, 206
10, 204
11, 204
12, 205
13, 204
14, 204
15, 207
16, 207
17, 209
18, 208
19, 207
20, 208
21, 205
22, 204
23, 207
24, 206
25, 207
26, 208
27, 207
28, 208
29, 209
30, 209
31, 209
32, 210
33, 211
34, 211
35, 208
36, 211
37, 211
38, 212
39, 213
40, 213
41, 212
42, 212
43, 213
44, 213
45, 213
46, 215
47, 216
48, 215
49, 214
50, 214
51, 213
52, 213
53, 212
54, 213
55, 211
56, 212
57, 210
58, 212
59, 212
60, 212
61, 212
62, 208
63, 209
64, 209
65, 212
66, 212
67, 214
68, 210
69, 209
70, 210
71, 214
72, 214
73, 214
74, 213
75, 214
76, 215
77, 214
78, 214
79, 214
80, 213
81, 212
82, 213
83, 211
84, 210
85, 210
86, 210
87, 211
88, 211
89, 211
90, 211
91, 212
92, 211
93, 211
94, 209
95, 209
96, 210
97, 208
98, 210
99, 210
100, 211
101, 210
102, 206
103, 210
104, 210
105, 210
106, 208
107, 210
108, 211
109, 211
110, 212
111, 211
112, 212
113, 209
114, 212
115, 213
116, 214
117, 213
118, 214
119, 216
120, 211
121, 210
122, 211
123, 212
124, 211
125, 213
126, 216
127, 216
128, 216
129, 213
130, 213
131, 216
132, 216
133, 217
134, 216
135, 217
136, 216
137, 216
138, 217
139, 216
140, 217
141, 216
142, 217
143, 212
144, 217
145, 215
146, 214
147, 215
148, 214
149, 214
150, 214
151, 216
152, 215
153, 213
154, 213
155, 213
156, 214
157, 215
158, 215
159, 215
160, 213
161, 215
162, 215
163, 215
164, 215
165, 212
166, 213
167, 215
168, 215
169, 213
170, 214
171, 214
172, 215
173, 212
174, 215
175, 216
176, 214
177, 216
178, 216
179, 217
180, 216
181, 217
182, 216
183, 216
184, 217
185, 216
186, 217
187, 216
188, 217
189, 216
190, 216
191, 216
192, 216
193, 217
194, 216
195, 217
196, 216
197, 217
198, 216
199, 216
200, 216
201, 217
202, 216
203, 217
204, 212
205, 217
206, 212
207, 211
208, 215
209, 217
210, 216
211, 217
212, 216
213, 214
214, 216
215, 217
216, 216
217, 216
218, 217
219, 216
220, 217
221, 216
222, 217
223, 216
224, 217
225, 216
226, 217
227, 215
228, 217
229, 216
230, 217
231, 216
232, 217
233, 216
234, 216
235, 217
236, 216
237, 217
238, 215
239, 217
240, 216
241, 214
242, 215
243, 214
244, 216
245, 217
246, 216
247, 214
248, 214
249, 213
250, 213
251, 213
252, 213
253, 212
254, 213
255, 214
256, 216
257, 216
258, 216
259, 214
260, 215
261, 216
262, 216
263, 216
264, 216
265, 214
266, 211
267, 213
268, 213
269, 212
270, 212
271, 213
272, 212
273, 213
274, 216
275, 217
276, 216
277, 216
278, 216
279, 217
280, 216
281, 217
282, 215
283, 217
284, 212
285, 211
286, 215
287, 215
288, 215
289, 214
290, 215
291, 217
292, 216
293, 217
294, 216
295, 216
296, 214
297, 214
298, 215
299, 217
300, 216
301, 215
302, 216
303, 217
304, 216
305, 217
306, 216
307, 217
308, 215
309, 217
310, 216
311, 217
312, 216
313, 217
314, 216
315, 217
316, 216
317, 217
318, 216
319, 217
320, 216
321, 217
322, 216
323, 216
324, 216
325, 217
326, 216
327, 217
328, 216
329, 217
330, 216
331, 217
332, 216
333, 215
334, 216
335, 217
336, 216
337, 215
338, 217
339, 216
340, 216
341, 216
342, 217
343, 215
344, 217
345, 216
346, 217
347, 216
348, 217
349, 216
350, 217
351, 216
352, 217
353, 216
354, 216
355, 217
356, 216
357, 217
358, 216
359, 217
360, 212
361, 211
362, 209
363, 211
364, 214
365, 216
366, 216
367, 216
368, 217
369, 216
370, 216
371, 217
372, 216
373, 217
374, 216
375, 217
376, 215
377, 214
378, 215
379, 217
380, 216
381, 217
382, 216
383, 217
384, 216
385, 217
386, 216
387, 216
388, 216
389, 216
390, 213
391, 216
392, 215
393, 216
394, 216
395, 216
396, 216
397, 216
398, 213
399, 213
400, 213
401, 213
402, 213
403, 214
404, 216
405, 215
406, 216
407, 216
408, 216
409, 217
410, 216
411, 217
412, 216
413, 217
414, 216
415, 217
416, 216
417, 216
418, 216
419, 216
420, 216
421, 217
422, 215
423, 217
424, 215
425, 217
426, 216
427, 217
428, 216
429, 217
430, 216
431, 217
432, 215
433, 217
434, 216
435, 217
436, 216
437, 217
438, 216
439, 217
440, 216
441, 216
442, 217
443, 215
444, 216
445, 216
446, 212
447, 216
448, 216
449, 216
450, 216
451, 216
452, 212
453, 212
454, 216
455, 216
456, 216
457, 216
458, 216
459, 212
460, 212
461, 209
462, 212
463, 210
464, 212
465, 215
466, 215
467, 216
468, 216
469, 216
470, 213
471, 216
472, 215
473, 215
474, 215
475, 216
476, 217
477, 216
478, 217
479, 216
480, 216
481, 216
482, 217
483, 215
484, 216
485, 216
486, 216
487, 214
488, 212
489, 214
490, 216
491, 216
492, 216
493, 217
494, 216
495, 217
496, 216
497, 217
498, 216
499, 216
500, 216
501, 214
502, 216
503, 216
504, 216
505, 217
506, 215
507, 217
508, 217
509, 217
510, 217
511, 217
512, 217
513, 217
514, 217
515, 217
516, 217
517, 217
518, 215
519, 213
520, 215
521, 212
522, 213
523, 217
524, 217
525, 217
526, 217
527, 217
528, 217
529, 217
530, 217
531, 217
532, 217
533, 217
534, 217
535, 217
536, 217
537, 216
538, 217
539, 217
540, 217
541, 217
542, 217
543, 217
544, 217
545, 217
546, 215
547, 217
548, 217
549, 217
550, 217
551, 217
552, 217
553, 217
554, 217
555, 217
556, 217
557, 217
558, 217
559, 215
560, 213
561, 212
562, 212
563, 214
564, 217
565, 217
566, 217
567, 217
568, 217
569, 217
570, 217
571, 217
572, 213
573, 217
574, 213
575, 213
576, 217
577, 215
578, 217
579, 217
580, 213
581, 217
582, 213
583, 212
584, 215
585, 213
586, 212
587, 213
588, 215
589, 213
590, 213
591, 215
592, 215
593, 215
594, 217
595, 217
596, 217
597, 217
598, 217
599, 213
600, 217
601, 215
602, 217
603, 217
604, 217
